movieId,ml_title,search_title,year,tmdb_id,tmdb_title,poster_url,overview,tagline,tmdb_genres,keywords,cast,director,runtime,popularity,vote_average,vote_count,release_date
394,Coldblooded (1995),Coldblooded,1995,32502,Coldblooded,https://image.tmdb.org/t/p/w500/zfU3QJVqnY3wW1La9ptrOYGFdbP.jpg,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.",,Action|Comedy,hitman|wound|yoga|basement|murder,Jason Priestley|Kimberly Williams-Paisley|Janeane Garofalo|Robert Loggia|Peter Riegert,Wallace Wolodarsky,92,0.6652,6.25,66,1995-09-15
395,Desert Winds (1995),Desert Winds,1995,,,,,,,,,,,,,,
396,Fall Time (1995),Fall Time,1995,28732,Fall Time,https://image.tmdb.org/t/p/w500/rYFexSIWUXNhuIdTIVcvZSEGe5G.jpg,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.","Wrong People, Wrong Place, Wrong Time.",Action|Adventure|Crime|Drama|Thriller,prank|bank robbery,Stephen Baldwin|Sheryl Lee|Jason London|David Arquette|Jonah Blechman,Paul Warner,88,0.6184,4.8,30,1995-05-13
397,"Fear, The (1995)","Fear, The",1995,75555,The Fear,https://image.tmdb.org/t/p/w500/qpb2TpcRWKxCDokeVHUAyfEL11P.jpg,"Richard, a college student who has decided to focus his attention on the study of fear, invites a group of friends up to his family's secluded mountain cabin for the weekend. Soon, a lifelike, wooden carving of a man begins stalking and killing them.",He's whatever scares you the most.,Horror,mannequin|supernatural|b movie|wood,Eddie Bowz|Heather Medway|Ann Turkel|Vince Edwards|Darin Heames,Vincent Robert,102,0.6064,4.024,42,1995-01-20
398,Frank and Ollie (1995),Frank and Ollie,1995,42981,Frank and Ollie,https://image.tmdb.org/t/p/w500/eUIELE2IkuWkAc3JzjYz6J2Lpx5.jpg,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",Their friendship changed the face of animation.,Documentary,artist|visual arts|biography|cinema history,Frank Thomas|Ollie Johnston|Glen Keane|Andrew Gaskill|John Canemaker,Theodore Thomas,89,0.5323,7.476,41,1995-10-20
399,Girl in the Cadillac (1995),Girl in the Cadillac,1995,278939,Girl in the Cadillac,https://image.tmdb.org/t/p/w500/k9bCfnN4tfDJoGCmT8KVuvIjZWM.jpg,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.",On our first date... we robbed a bank,Romance|Adventure|Crime|Drama,robbery|bank|cadillac|money|bus station,Erika Eleniak|William McNamara|Michael Lerner|Bud Cort|Ed Lauter,Lucas Platt,89,0.6392,4.8,10,1995-10-24
400,Homage (1995),Homage,1995,291731,Homage,https://image.tmdb.org/t/p/w500/jJ8Abp6QYbk4P5ukkQVM3n5L896.jpg,"The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns.",He would sacrifice everything for her...even her.,Thriller|Drama,widow|obsession|tragic event|fatal attraction,Blythe Danner|Frank Whaley|Sheryl Lee|Danny Nucci|Bruce Davison,Ross Kagan Marks,97,0.6821,4.778,9,1995-05-03
401,Mirage (1995),Mirage,1995,226229,Mirage,https://image.tmdb.org/t/p/w500/a7qJwMyIqXyTq6sz0rQhq6Wuxj6.jpg,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,Love is the deadliest illusion.,Action|Thriller,,Edward James Olmos|Sean Young|James Andronica|Sayed Badreya|Susan Helen Emerson,Paul Williams,92,1.0074,3.571,7,1995-11-21
402,Open Season (1996),Open Season,1996,203119,Open Season,https://image.tmdb.org/t/p/w500/kZW1DSY4w31ZNndhTQYVCVW0eL6.jpg,"When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire.",,Comedy,satire,Lloyd Adams|Robert Wuhl|Gailard Sartain|Rod Taylor|Catherine Kellner,Robert Wuhl,97,0.3889,4.833,6,1995-01-14
403,Two Crimes (1995),Two Crimes,1995,172923,Two Crimes,https://image.tmdb.org/t/p/w500/hcmcOvuBovkME9JSRN6mtqZFOkv.jpg,"After being falsely accused of a murder, Marcos runs away to the small and quiet town of Cuevano. There he finds that the family matters are more complicated than his.",,Comedy|Drama|Crime,,Damián Alcázar|Pedro Armendáriz Jr.|Dolores Heredia|José Carlos Ruiz|Margarita Isabel,Roberto Sneider,108,0.3142,5.167,12,1995-05-26
404,Brother Minister: The Assassination of Malcolm X (1994),Brother Minister: The Assassination of Malcolm X,1994,,,,,,,,,,,,,,
405,Highlander III: The Sorcerer (1994),Highlander III: The Sorcerer,1994,8011,Highlander III: The Sorcerer,https://image.tmdb.org/t/p/w500/o4GKLReSGRR0rulOBS9SrfFAXOz.jpg,"Deceived that he had won the Prize, Connor MacLeod wanders through the world; however, he is awakened from his peaceful life when an entombed immortal magician, Kane, escapes and comes seeking the Highlander.",Centuries ago one man was chosen to protect all that is good. But an enemy from the past has traveled through time to challenge him in the present.,Fantasy|Action|Adventure,new york city|martial arts|japan|magic|immortality|scotland|morocco|sorcery|sword fight|sorcerer|katana sword|fictional war|dark fantasy|archeology|warrior|illusionist|action hero|sword and sorcery|supernatural power|good versus evil|good sorcerer,Christopher Lambert|Mario Van Peebles|Deborah Kara Unger|Mako|Martin Neufeld,Andrew Morahan,99,2.13,4.759,548,1994-11-29
406,Federal Hill (1994),Federal Hill,1994,,,,,,,,,,,,,,
407,In the Mouth of Madness (1995),In the Mouth of Madness,1995,2654,In the Mouth of Madness,https://image.tmdb.org/t/p/w500/msh4tEUzbnEqlHcFOUH4O0Zti8r.jpg,An insurance investigator visits a small town while looking into the strange disappearance of a popular horror novelist. He soon finds that the impact of the author’s books is far more than inspirational.,Lived any good books lately?,Horror|Mystery,small town|insanity|paranoia|diner|new hampshire|disappearance|author|church|gothic|crucifix|new england|insurance investigator|ghost town|publisher|horror novel|lovecraftian|cheerful,Sam Neill|Julie Carmen|Jürgen Prochnow|David Warner|John Glover,John Carpenter,95,2.9599,7.213,1891,1995-02-03
408,8 Seconds (1994),8 Seconds,1994,18069,8 Seconds,https://image.tmdb.org/t/p/w500/wqKVkOveZrK6zwfrptGLVPmnMpR.jpg,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",The sport made him a legend. His heart made him a hero.,Drama|Romance|Western,rodeo|cowboy|bull riding|adoring,Luke Perry|Stephen Baldwin|Red Mitchell|Cynthia Geary|James Rebhorn,John G. Avildsen,105,3.7547,7.15,110,1994-02-25
409,Above the Rim (1994),Above the Rim,1994,19092,Above the Rim,https://image.tmdb.org/t/p/w500/56NFHuZXdgZbVxvCyYw92E5uLQa.jpg,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",Some games you play. Some games play you.,Crime|Drama|Thriller,sports|basketball,Duane Martin|Tupac Shakur|Bernie Mac|Marlon Wayans|Leon,Jeff Pollack,96,1.7331,7.08,231,1994-03-23
410,Addams Family Values (1993),Addams Family Values,1993,2758,Addams Family Values,https://image.tmdb.org/t/p/w500/sdxT2VjVSx9DRicwnuECUdBHeE7.jpg,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",The family just got a little stranger.,Comedy|Family|Fantasy,dancing|jealousy|baby|sibling relationship|summer camp|yuppie|butler|nanny|thanksgiving|guillotine|uncle|mansion|wedding|macabre|disembodied hand|anxious,Anjelica Huston|Raúl Juliá|Christopher Lloyd|Joan Cusack|Christina Ricci,Barry Sonnenfeld,94,4.864,6.971,3295,1993-11-19
411,You So Crazy (1994),You So Crazy,1994,38129,Martin Lawrence: You So Crazy,https://image.tmdb.org/t/p/w500/iN9whwQExgckFNuuegFksrZYufL.jpg,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",Uncut. Unrated. Unbelievably Funny.,Comedy|Documentary,,Martin Lawrence,Thomas Schlamme,84,0.2406,6.477,22,1994-04-27
412,"Age of Innocence, The (1993)","Age of Innocence, The",1993,10436,The Age of Innocence,https://image.tmdb.org/t/p/w500/5Tuyt26v7qNR8Cl3m7ZRx36rduf.jpg,"In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",In a world of tradition. In an age of innocence. They dared to break the rules.,Drama|Romance,infidelity|new york city|based on novel or book|upper class|lover|countess|lawyer|19th century,Daniel Day-Lewis|Michelle Pfeiffer|Winona Ryder|Alexis Smith|Geraldine Chaplin,Martin Scorsese,138,3.7757,7.0,1213,1993-09-10
413,Airheads (1994),Airheads,1994,13595,Airheads,https://image.tmdb.org/t/p/w500/4xPG8pPMyeoec48gKWbbC85EC8j.jpg,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an FM rock radio station and hold the deejays hostage until they agree to broadcast the band's tape.,The amps are on but nobody's home.,Comedy|Crime|Music,radio station|heavy metal|rock band,Brendan Fraser|Steve Buscemi|Adam Sandler|Joe Mantegna|Chris Farley,Michael Lehmann,92,2.7108,6.185,818,1994-08-05
414,"Air Up There, The (1994)","Air Up There, The",1994,46094,The Air Up There,https://image.tmdb.org/t/p/w500/lY1yhtg0DRaMTzclYCXo0sP1kAV.jpg,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",Jimmy Dolan went to recruit a new player. What he found was a whole new ballgame.,Family|Comedy,sports|basketball,Kevin Bacon|Charles Gitonga Maina|Yolanda Vazquez|Mabutho 'Kid' Sithole|Sean McCann,Paul Michael Glaser,107,0.7934,6.208,166,1994-01-07
415,Another Stakeout (1993),Another Stakeout,1993,9409,Another Stakeout,https://image.tmdb.org/t/p/w500/hBItFUmCrRS1mel0TM69ymBD79k.jpg,A pair of immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where an important Mafia trial witness is believed to be heading.,"They're on the look out for thrills, action and adventure.",Comedy|Crime|Action,gangster|staatsanwältin|cop|stakeout|police stakeout,Richard Dreyfuss|Emilio Estevez|Rosie O'Donnell|Dennis Farina|Miguel Ferrer,John Badham,109,1.1726,5.464,249,1993-07-22
416,Bad Girls (1994),Bad Girls,1994,11853,Bad Girls,https://image.tmdb.org/t/p/w500/cXY79luLXt2dzUP2Tx601zpZFzK.jpg,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",It was a dangerous time to be a woman. And a good time to have friends.,Romance|Western,blonde|revenge|tough girl|wild west|fast draw|pistol duel|small western town,Madeleine Stowe|Mary Stuart Masterson|Andie MacDowell|Drew Barrymore|James Russo,Jonathan Kaplan,99,2.7427,5.368,266,1994-04-22
417,Barcelona (1994),Barcelona,1994,16771,Barcelona,https://image.tmdb.org/t/p/w500/7dgX3naR9EsFMvQhwHY8My6r5FR.jpg,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.",Americans. Anti Americans. In love.,Comedy|Drama|Romance,"navy|spain|barcelona, spain|expatriate|cousin relationship|1980s",Taylor Nichols|Chris Eigeman|Tushka Bergen|Mira Sorvino|Pep Munné,Whit Stillman,100,0.8423,6.239,88,1994-07-29
418,Being Human (1993),Being Human,1993,,,,,,,,,,,,,,
419,"Beverly Hillbillies, The (1993)","Beverly Hillbillies, The",1993,11041,The Beverly Hillbillies,https://image.tmdb.org/t/p/w500/refYLEQvzkY63i2IHronCPQODex.jpg,"Mild-mannered dirt-poor hill-dweller Jed Clampett strikes it rich when oil is discovered on his property. At cousin Pearl's insistence, he moves his family to Beverly Hills to better enjoy his newfound wealth.","Upscale neighborhood, down-home heart.",Comedy|Family,arkansas|oil|billionaire|hillbilly|beverly hills|woman director|based on tv series,Jim Varney|Diedrich Bader|Erika Eleniak|Cloris Leachman|Lily Tomlin,Penelope Spheeris,93,4.0899,6.308,586,1993-10-15
420,Beverly Hills Cop III (1994),Beverly Hills Cop III,1994,306,Beverly Hills Cop III,https://image.tmdb.org/t/p/w500/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg,"When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",In for the ride of his life.,Action|Comedy|Crime,"rescue|undercover|detective|investigation|carousel |shootout|dirty cop|gunfight|los angeles, california|foot chase|framed|detroit, michigan|secret service|amusement park|roller coaster / rollercoaster|theme park|beverly hills|buddy cop|chop shop|counterfeit money",Eddie Murphy|Judge Reinhold|Héctor Elizondo|Timothy Carhart|John Saxon,John Landis,105,3.5723,5.9,2119,1994-05-24
421,Black Beauty (1994),Black Beauty,1994,14522,Black Beauty,https://image.tmdb.org/t/p/w500/5uH60FBDPQoyAnc4uvU0fIB8JXv.jpg,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",A story for all ages. A friendship for all time. Share the adventure.,Family|Adventure|Drama,horse|country life|based on children's book|woman director|19th century,Alan Cumming|Docs Keepin Time|Sean Bean|David Thewlis|Jim Carter,Caroline Thompson,88,2.3181,6.723,350,1994-07-29
422,Blink (1994),Blink,1994,26203,Blink,https://image.tmdb.org/t/p/w500/wP6dfv85SQLogoNguUd6jO1A4be.jpg,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.","What you can't see, can kill you.",Crime|Thriller,killer|blindness|corneal transplant,Madeleine Stowe|Aidan Quinn|James Remar|Peter Friedman|Bruce A. Young,Michael Apted,106,1.5285,6.136,198,1993-10-01
423,Blown Away (1994),Blown Away,1994,178,Blown Away,https://image.tmdb.org/t/p/w500/fD23iryzdjfRU05nQAQriD0A3AR.jpg,"Blown Away tells the story of Jimmy Dove, who works for the Boston bomb squad. Shortly after Dove leaves the force, his partner is killed by a bomb that Dove thinks might have been made by someone he knows.",5. 4. 3. 2. 1......Time's Up.,Action,"concert|computer|boston, massachusetts|fireworks|orchestra|anarchist|flashback|revenge|terrorism|wedding|explosion|roulette wheel|capsized ship|belfast, north ireland|bomb planting|fourth of july|headphones|bomb attack|action hero|blast|human bomb",Jeff Bridges|Tommy Lee Jones|Suzy Amis|Lloyd Bridges|Forest Whitaker,Stephen Hopkins,121,2.5779,6.2,614,1994-07-01
424,Blue Chips (1994),Blue Chips,1994,19819,Blue Chips,https://image.tmdb.org/t/p/w500/tO71i4Ob64tchCRBB5MoqonPKAF.jpg,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",Victory doesn't come cheap.,Drama,sports|basketball,Nick Nolte|Shaquille O'Neal|Mary McDonnell|Ed O'Neill|J.T. Walsh,William Friedkin,108,1.4178,6.138,207,1994-02-18
425,Blue Sky (1994),Blue Sky,1994,57834,Blue Sky,https://image.tmdb.org/t/p/w500/zG40OnO4Y98lo1iDHyFo5TaZyP1.jpg,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons testing in 1950s America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.","In a world of secrets, love is the most powerful weapon.",Drama|Romance,husband wife relationship|alabama|nuclear missile|hand grenade|military base|atomic bomb test|nymphomaniac|dysfunctional marriage|mental illness|1950s|flirtatious woman|mentally unstable|wife cheating on husband|openly flirtatious wife,Jessica Lange|Tommy Lee Jones|Powers Boothe|Carrie Snodgress|Amy Locane,Tony Richardson,101,1.6675,6.085,153,1994-09-16
426,Body Snatchers (1993),Body Snatchers,1993,4722,Body Snatchers,https://image.tmdb.org/t/p/w500/52uEKbVSpCyilZl0zRApq3zvVs3.jpg,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",Imagine... you're gone and someone else is living inside your body.,Horror|Science Fiction,distrust|based on novel or book|escape|military base|alien|remake|soldier|alien invasion|alien infection|sleeping|doppelgänger|body snatchers|emotionless|body snatching,Terry Kinney|Meg Tilly|Gabrielle Anwar|Reilly Murphy|Billy Wirth,Abel Ferrara,87,1.9803,6.163,465,1993-06-09
427,Boxing Helena (1993),Boxing Helena,1993,18215,Boxing Helena,https://image.tmdb.org/t/p/w500/vgs0h94IllpZRheIjBTonjR7Zf2.jpg,"A top surgeon is besotted with a beautiful woman who once rebuffed him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy.","Beyond love, beyond obsession, there hides something beyond reason.",Drama|Romance|Thriller,dreams|kidnapping|obsession|unrequited love|doctor|car accident|obsessive love|woman director|captivity,Julian Sands|Sherilyn Fenn|Bill Paxton|Art Garfunkel|Betsy Clark,Jennifer Lynch,107,1.8943,5.026,246,1993-03-22
428,"Bronx Tale, A (1993)","Bronx Tale, A",1993,1607,A Bronx Tale,https://image.tmdb.org/t/p/w500/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.","One man lives in the neighborhood, another man owns it. A devoted father battles the local crime boss for the life of his son.",Drama|Crime,"italian american|gambling|funeral|italian|parent child relationship|gangster|loyalty|molotow cocktail|gang leader|nostalgia|game of dice|bus driver|mafia|best friend|witness to murder|hoodlum|xenophobia|bronx, new york city|father figure|1960s|confession booth",Robert De Niro|Chazz Palminteri|Lillo Brancato|Francis Capra|Taral Hicks,Robert De Niro,121,6.6938,7.9,2854,1993-10-01
429,Cabin Boy (1994),Cabin Boy,1994,26391,Cabin Boy,https://image.tmdb.org/t/p/w500/xy2BzE3siqU67VQCQ2k4xideNNM.jpg,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.","He's Setting Sail On The High Seas... Without A Rudder, A Compass, Or A Clue!",Comedy|Fantasy|Adventure|Romance,,Chris Elliott|Ritch Brinkley|James Gammon|Brian Doyle-Murray|Brion James,Adam Resnick,80,1.0583,5.216,111,1994-01-07
430,Calendar Girl (1993),Calendar Girl,1993,117553,Calendar Girl,https://image.tmdb.org/t/p/w500/ljSqZTl5oophHsH1Qtyv7AF2BW6.jpg,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",It started with a dream and a stolen convertible.,Comedy|Drama,california|beach|tattoo|narration|diner|radio|nostalgia|calendar|coming of age|marijuana|stalking|hollywood|summer|movie star|1950s,Gabriel Olds|Jason Priestley|Jerry O'Connell|Joe Pantoliano|Steve Railsback,John Whitesell,90,0.583,5.2,67,1993-09-03
431,Carlito's Way (1993),Carlito's Way,1993,6075,Carlito's Way,https://image.tmdb.org/t/p/w500/g6D7mjQtndu768cusGmoEQY9fTB.jpg,"Free after years in prison, Carlito Brigante intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld.",He's got a good future if he can live past next week.,Crime|Drama|Thriller,new york city|based on novel or book|gangster|go-go dancer|release from prison|1970s|puerto rico|cocaine|nightclub|criminal past|love|lawyer|drugs|disco|neo-noir|frantic,Al Pacino|Sean Penn|Penelope Ann Miller|John Leguizamo|Ingrid Rogers,Brian De Palma,144,5.1488,7.83,3460,1993-11-10
432,City Slickers II: The Legend of Curly's Gold (1994),City Slickers II: The Legend of Curly's Gold,1994,11310,City Slickers II: The Legend of Curly's Gold,https://image.tmdb.org/t/p/w500/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg,"Mitch Robbins' 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",They're back in the saddle!,Comedy|Western,gold|birthday|nevada|treasure hunt|friendship bracelet|cowboy|male bonding|lighthearted,Billy Crystal|Daniel Stern|Jon Lovitz|Jack Palance|Patricia Wettig,Paul Weiland,116,1.4172,5.304,345,1994-06-10
433,Clean Slate (1994),Clean Slate,1994,18658,Clean Slate,https://image.tmdb.org/t/p/w500/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg,"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.",It's a day he'll never forget. Until tomorrow.,Comedy|Mystery,,Dana Carvey|Valeria Golino|James Earl Jones|Kevin Pollak|Michael Gambon,Mick Jackson,107,1.1089,5.791,74,1994-05-06
434,Cliffhanger (1993),Cliffhanger,1993,9350,Cliffhanger,https://image.tmdb.org/t/p/w500/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",Hang on.,Action|Adventure|Thriller,airplane|mountain|rocky mountains|hijacking|suitcase|climbing|heist|money|snow|mountain climbing,Sylvester Stallone|John Lithgow|Michael Rooker|Janine Turner|Rex Linn,Renny Harlin,113,5.3194,6.515,2620,1993-05-28
435,Coneheads (1993),Coneheads,1993,9612,Coneheads,https://image.tmdb.org/t/p/w500/vlpQnf0rl0FpMjWLS0TNd8Bog2F.jpg,"A pair of aliens arrive on Earth to prepare for invasion, but crash instead. With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France.","You may not notice them at first, but they are among us.",Comedy|Science Fiction,extraterrestrial technology|alien life-form|space invasion|nostalgic|coneheads,Dan Aykroyd|Jane Curtin|Michael McKean|Laraine Newman|Jason Alexander,Steve Barron,87,3.5327,5.493,1031,1993-07-23
436,Color of Night (1994),Color of Night,1994,2124,Color of Night,https://image.tmdb.org/t/p/w500/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.",Romance|Mystery|Thriller,california|therapist|secret identity|paranoia|eroticism|group therapy|grief|obsessive compulsive disorder (ocd)|psychiatrist|disguise|mental illness|color blindness|voyeurism|absurd,Bruce Willis|Jane March|Rubén Blades|Lesley Ann Warren|Scott Bakula,Richard Rush,121,3.5425,5.759,625,1994-08-19
437,Cops and Robbersons (1994),Cops and Robbersons,1994,26261,Cops & Robbersons,https://image.tmdb.org/t/p/w500/wnkWgFU5UcLwbExCp1YtCg5Ox4E.jpg,"When the police discover that a mob hitman has moved in next door to the Robbersons, they set up a stakeout in the Robbersons' home. Hard-nosed, tough-as-nails Jake Stone and his young partner Tony Moore are assigned to the stakeout, but now it is a question of whether Jake can last long enough to capture the bad guys. The Robbersons want to help, and by doing so, drive Jake crazy.","One's the toughest cop on the force. The other just wants to get some action. Together, they're in a disaster!",Comedy|Thriller|Crime,police stakeout|winging into a wall|infra red|photo album epilogue|jumper cable|rude waiter|sitcom,Chevy Chase|Jack Palance|Dianne Wiest|Robert Davi|David Barry Gray,Michael Ritchie,93,0.7604,5.173,133,1994-04-15
438,"Cowboy Way, The (1994)","Cowboy Way, The",1994,19176,The Cowboy Way,https://image.tmdb.org/t/p/w500/5oBVSzbWD85zRCKIWm0KvhypUZU.jpg,"Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.",How the East was won.,Action|Comedy|Crime|Drama|Thriller|Western,new york city|rodeo|outlaw|modern west|buddy comedy|arizona territory|contemporary western|surprise ending,Woody Harrelson|Kiefer Sutherland|Dylan McDermott|Ernie Hudson|Marg Helgenberger,Gregg Champion,107,1.3106,5.69,168,1994-06-03
439,Dangerous Game (1993),Dangerous Game,1993,49299,Dangerous Game,https://image.tmdb.org/t/p/w500/lHD4z6KAjtDWKIMeChezIFon5bX.jpg,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",Turbulence. Redemption. Hollywood.,Drama|Thriller,film in film|drugs|divorce|filmmaking|life imitates art|film director|psychological games|actress-director relationship,Harvey Keitel|Madonna|James Russo|Nancy Ferrara|Reilly Murphy,Abel Ferrara,108,1.0912,5.776,85,1993-10-13
440,Dave (1993),Dave,1993,11566,Dave,https://image.tmdb.org/t/p/w500/n7wQlcexeER5bW7DvV8sji2vRRH.jpg,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,"In a country where anybody can become President, anybody just did.",Comedy,coma|usa president|the white house|apoplectic stroke|look-alike|body double|secret service|impersonation|doppelgänger|temp agency|nice guy|corgi,Kevin Kline|Sigourney Weaver|Frank Langella|Kevin Dunn|Ving Rhames,Ivan Reitman,110,2.7784,6.649,834,1993-05-07
441,Dazed and Confused (1993),Dazed and Confused,1993,9571,Dazed and Confused,https://image.tmdb.org/t/p/w500/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",It was the last day of school in 1976. A time they'd never forget. (If only they could remember),Comedy|Drama,high school|1970s|texas|coming of age|marijuana|summer|period drama|teenager|sentimental|comforting,Jason London|Matthew McConaughey|Joey Lauren Adams|Rory Cochrane|Wiley Wiggins,Richard Linklater,102,5.0284,7.314,2259,1993-09-24
